State	Year	Assault	Vehicular	Larceny	Rape	Robbery	Burglary	Murder	Property	Population
Rhode Island	1978	2197	7547.0	25379	103	98.2	13021	37	45947	935000
Rhode Island	1979	2295	7367.0	28347	141	109.7	14400	30	50114	929000
Rhode Island	1980	2538	7979.0	28037	162	118.6	16233	42	52249	945835
Rhode Island	1981	2738	8224.0	27525	170	132.0	15755	40	51504	952000
Rhode Island	1982	2529	7048.0	27077	186	114.7	13414	35	47539	958000
Rhode Island	1983	2128	6225.0	25463	160	112.9	12722	26	44410	955000
Rhode Island	1984	1891	6656.0	24654	205	113.4	11396	33	42706	962000
Rhode Island	1985	1945	6320.0	24119	253	115.9	11929	35	42368	968000
Rhode Island	1986	1871	6871.0	25041	209	118.7	12616	34	44528	975000
Rhode Island	1987	2209	7725.0	26635	241	107.7	14208	35	48568	986000
Rhode Island	1988	2457	8238.0	27049	303	115.2	12550	41	47837	995000
Rhode Island	1989	2335	9223.0	27104	266	112.4	12045	49	48372	998000
Rhode Island	1990	2814	9577.0	27046	248	122.0	12755	48	49378	1003464
Rhode Island	1991	3057	7973.0	26664	310	122.9	11320	37	45957	1004000
Rhode Island	1992	2668	7463.0	24052	311	94.5	10529	36	42044	1005000
Rhode Island	1993	2681	6463.0	24101	286	101.1	10409	39	40973	1000000
Rhode Island	1994	2560	5183.0	23039	273	87.3	9101	41	37323	997000
Rhode Island	1995	2429	4364.0	24780	267	92.3	9234	33	38378	990000
Rhode Island	1996	2301	4597.0	23367	287	83.2	8135	25	36099	990000
Rhode Island	1997	2197	4195.0	21499	363	71.6	7083	25	32777	987000
Rhode Island	1998	2050	3829.0	21391	351	66.7	6452	24	31672	988000
Rhode Island	1999	1625	4032.0	22284	391	79.5	6341	36	32657	990819
Rhode Island	2000	1742	4665.0	22038	412	88.0	6620	45	33323	1048319
Rhode Island	2001	1837	5043.0	23875	416	93.0	6824	39	35742	1059659
Rhode Island	2002	1699	4876.0	24051	395	85.7	6415	41	35342	1068326
Rhode Island	2003	1714	4387.0	22320	505	77.1	5524	25	32231	1076084
Rhode Island	2004	1596	4078.0	21623	320	67.7	5465	26	31166	1079916
Rhode Island	2005	1577	4401.0	19567	323	72.3	5319	34	29287	1073579
Rhode Island	2006	1404	3609.0	18852	289	69.3	5453	27	27914	1067610
Rhode Island	2007	1387	3195.0	19175	258	71.8	5206	19	27576	1057832
Rhode Island	2008	1463	3203.0	20926	282	83.7	5766	31	29895	1050788
Rhode Island	2009	1565	2402.0	19403	296	74.5	5753	32	27558	1053209
Rhode Island	2010	1600	2403.0	18432	298	74.3	6124	29	26959	1052528
Rhode Island	2011	1503	2375.0	18765	319	70.8	6836	20	27976	1050646
Rhode Island	2012	1616	2628.0	18440	288	67.9	5949	34	27017	1050292
South Carolina	1960	2396	2602.0	19636	236	20.1	10081	314	32319	2382594
South Carolina	1961	2313	2829.0	20504	224	20.8	11524	280	34857	2407000
South Carolina	1962	2125	2840.0	22696	172	19.2	12299	247	37835	2436000
South Carolina	1963	3140	3308.0	23783	150	21.6	14288	249	41379	2483000
South Carolina	1964	3104	4343.0	27982	271	25.8	15874	206	48199	2555000
South Carolina	1965	3428	3928.0	25450	285	21.5	13374	245	42752	2542000
South Carolina	1966	4447	4142.0	27417	352	28.8	13865	301	45424	2586000
South Carolina	1967	4436	4218.0	27509	379	35.0	16603	291	48330	2599000
South Carolina	1968	3931	4947.0	28694	404	42.8	19073	366	52714	2692000
South Carolina	1969	4388	6418.0	34099	378	50.0	21711	336	62228	2692000
South Carolina	1970	5011	6661.0	38740	467	60.1	26407	377	71808	2590516
South Carolina	1971	5634	5768.0	41414	478	62.4	27077	436	74259	2627000
South Carolina	1972	7504	5928.0	41003	599	66.1	29760	447	76691	2665000
South Carolina	1973	7595	6705.0	40675	612	79.2	32557	392	79937	2726000
South Carolina	1974	7959	7862.0	51914	730	127.4	43497	452	103273	2784000
South Carolina	1975	10125	7315.0	60764	748	110.9	48306	414	116385	2818000
South Carolina	1976	12815	7145.0	71292	909	105.7	44247	331	122684	2848000
South Carolina	1977	13958	7048.0	67368	950	105.9	46407	343	120823	2876000
South Carolina	1978	14281	8058.0	72472	1032	101.3	43729	336	124259	2918000
South Carolina	1979	15359	8684.0	75807	1006	107.6	44160	368	128651	2932000
South Carolina	1980	15109	9379.0	85905	1148	118.1	51177	348	146461	3064557
South Carolina	1981	14992	8720.0	88887	1148	120.2	50520	330	148127	3166000
South Carolina	1982	17550	8896.0	92009	1242	122.4	47752	348	148657	3203000
South Carolina	1983	15243	7826.0	85501	1144	104.9	42263	321	135590	3264000
South Carolina	1984	15565	7871.0	84753	1329	103.3	40646	305	133270	3300000
South Carolina	1985	16289	8677.0	90260	1385	93.9	41955	304	140892	3347000
South Carolina	1986	17742	9344.0	96132	1395	99.5	45276	291	150752	3378000
South Carolina	1987	17495	9618.0	97892	1497	101.1	46511	318	154021	3425000
South Carolina	1988	19714	10642.0	103055	1493	124.7	49467	325	163164	3493000
South Carolina	1989	22050	12013.0	107845	1632	130.2	48914	320	168772	3512000
South Carolina	1990	26474	13453.0	115144	1873	152.4	48132	390	176729	3486703
South Carolina	1991	26029	13782.0	119784	2098	171.1	51793	402	185359	3560000
South Carolina	1992	25436	12443.0	116186	2072	170.6	49669	373	178298	3603000
South Carolina	1993	28174	12531.0	117553	1905	187.3	47695	377	177779	3643000
South Carolina	1994	28595	13184.0	122252	1991	186.1	46678	353	182114	3664000
South Carolina	1995	27577	14157.0	126416	1737	175.9	46083	292	186656	3673000
South Carolina	1996	28361	15849.0	129650	1821	172.0	47487	332	192986	3699000
South Carolina	1997	28460	15755.0	131325	1837	176.2	46322	314	193402	3760000
South Carolina	1998	26645	15948.0	126412	1753	154.9	44600	306	186960	3836000
South Carolina	1999	25315	14445.0	119912	1587	148.2	39630	258	173987	3885736
South Carolina	2000	25054	15586.0	125385	1660	155.0	40319	291	181290	4012012
South Carolina	2001	25028	16701.0	126742	1769	147.4	42611	330	186054	4062125
South Carolina	2002	25730	16867.0	123196	1959	140.7	43745	298	183808	4103770
South Carolina	2003	25399	15790.0	127809	1952	139.8	43993	303	187592	4148744
South Carolina	2004	25634	15726.0	130991	1772	130.3	43739	286	190456	4197892
South Carolina	2005	24757	16376.0	126489	1862	133.2	42741	314	185606	4246933
South Carolina	2006	25224	16685.0	125075	1834	136.6	42952	362	184712	4321249
South Carolina	2007	26139	17104.0	126802	1773	144.2	45398	364	189304	4407709
South Carolina	2008	24158	17670.0	126316	1686	147.2	45964	307	189950	4479800
South Carolina	2009	23078	13617.0	119250	1663	126.1	45443	305	178310	4561242
South Carolina	2010	21090	13293.0	121544	1551	108.2	46261	265	181098	4637106
South Carolina	2011	21265	13637.0	122255	1678	99.1	47351	320	183243	4673348
South Carolina	2012	19905	13201.0	122263	1679	95.0	45086	324	180550	4723723
South Dakota	1960	169	589.0	5363	37	9.1	1687	14	7639	680514
South Dakota	1961	130	634.0	5323	42	8.8	1655	12	7612	690000
South Dakota	1962	151	677.0	5160	42	8.6	1843	24	7680	721000
South Dakota	1963	152	676.0	5458	39	10.6	1818	9	7952	737000
South Dakota	1964	301	603.0	5837	39	8.3	1870	9	8310	715000
South Dakota	1965	291	518.0	6177	48	9.2	1858	11	8553	703000
South Dakota	1966	429	618.0	6964	61	10.0	2175	10	9757	682000
South Dakota	1967	418	567.0	7037	56	12.9	2302	25	9906	674000
South Dakota	1968	344	680.0	7449	67	19.3	2826	25	10955	657000
South Dakota	1969	339	698.0	8063	73	12.9	2801	13	11562	659000
South Dakota	1970	403	624.0	9302	74	17.1	3140	25	13066	666257
South Dakota	1971	448	558.0	9558	66	18.2	3037	8	13153	670000
South Dakota	1972	565	729.0	9751	77	15.6	3210	8	13690	679000
South Dakota	1973	586	988.0	9631	88	24.7	3416	26	14035	685000
South Dakota	1974	1008	1074.0	11835	73	20.4	4072	14	16981	682000
South Dakota	1975	1052	1147.0	11597	113	31.0	4561	25	17305	683000
South Dakota	1976	1001	1026.0	11554	105	23.2	4256	12	16836	686000
South Dakota	1977	1073	1016.0	11743	93	17.9	3931	14	16690	689000
South Dakota	1978	930	1104.0	12186	75	15.9	4138	13	17428	690000
South Dakota	1979	829	1199.0	13782	113	20.3	4316	14	19297	689000
South Dakota	1980	644	1160.0	15521	86	20.1	4766	5	21447	688217
South Dakota	1981	505	987.0	14587	79	17.8	4348	12	19922	685000
South Dakota	1982	468	818.0	12889	79	17.1	3885	19	17592	691000
South Dakota	1983	595	720.0	12453	119	15.9	3820	15	16993	700000
South Dakota	1984	733	772.0	13102	190	14.9	3529	13	17403	706000
South Dakota	1985	665	721.0	13142	168	17.1	3867	13	17730	708000
South Dakota	1986	615	699.0	13728	125	16.2	3919	28	18346	708000
South Dakota	1987	603	678.0	13673	146	12.3	3787	13	18138	709000
South Dakota	1988	512	683.0	13255	192	12.2	3703	22	17641	715000
South Dakota	1989	647	779.0	14057	229	11.7	3394	9	18230	715000
South Dakota	1990	794	767.0	14678	239	12.4	3671	14	19116	696004
South Dakota	1991	858	808.0	15412	279	18.8	4146	12	20366	703000
South Dakota	1992	891	719.0	15371	368	16.9	3849	4	19939	711000
South Dakota	1993	1041	819.0	14915	318	15.0	3927	24	19661	715000
South Dakota	1994	1193	872.0	15916	303	18.7	3938	10	20726	721000
South Dakota	1995	1012	881.0	15976	299	25.9	3942	13	20799	729000
South Dakota	1996	850	834.0	15532	300	18.9	4077	9	20443	732000
South Dakota	1997	918	858.0	17545	357	23.3	4088	10	22491	738000
South Dakota	1998	722	763.0	14006	258	20.2	3458	10	18227	738000
South Dakota	1999	770	861.0	14043	336	14.0	3255	18	18159	733133
South Dakota	2000	816	798.0	12558	305	17.4	2896	7	16252	754844
South Dakota	2001	710	815.0	12571	351	13.6	3087	7	16473	758324
South Dakota	2002	861	819.0	12139	361	15.4	3034	11	15992	760437
South Dakota	2003	859	874.0	11572	356	13.6	2878	10	15324	764905
South Dakota	2004	854	847.0	10890	336	14.5	3148	17	14885	770621
South Dakota	2005	847	839.0	10350	377	18.7	2505	18	13694	774883
South Dakota	2006	1418	834.0	9954	465	20.2	3024	30	13812	781919
South Dakota	2007	1344	784.0	10398	433	14.8	2647	31	13829	796214
South Dakota	2008	1494	918.0	10266	562	16.7	2683	37	13867	804194
South Dakota	2009	1129	866.0	10891	501	14.4	2621	30	14378	812383
South Dakota	2010	1634	800.0	11196	385	18.9	3192	23	15188	816598
South Dakota	2011	1415	949.0	11423	503	20.3	2927	20	15299	823593
South Dakota	2012	1914	1065.0	12845	585	19.0	3258	25	17168	833354
Tennessee	1960	1793	4333.0	20162	194	26.9	16505	302	41000	3567089
Tennessee	1961	2278	5031.0	20234	242	30.4	16702	290	41967	3615000
Tennessee	1962	2040	5746.0	24049	241	34.8	16772	220	46567	3634000
Tennessee	1963	2243	6122.0	25503	247	28.4	19056	239	50681	3694000
Tennessee	1964	2796	6676.0	27186	336	30.2	21321	225	55183	3798000
Tennessee	1965	3501	6408.0	26325	425	28.6	20107	307	52840	3845000
Tennessee	1966	4083	7498.0	33513	421	34.4	23394	304	64405	3883000
Tennessee	1967	5079	9463.0	36750	486	56.5	27703	347	73916	3892000
Tennessee	1968	5131	10633.0	38450	460	71.2	28616	345	77699	3976000
Tennessee	1969	5352	11223.0	38885	505	75.2	28492	382	78600	3985000
Tennessee	1970	6616	11353.0	40211	607	82.0	31656	346	83220	3924164
Tennessee	1971	7851	12111.0	43671	721	86.5	35964	496	91746	3990000
Tennessee	1972	7525	12128.0	45637	802	101.1	36049	455	93814	4031000
Tennessee	1973	7736	13619.0	56206	1108	130.5	41663	544	111488	4126000
Tennessee	1974	7862	14316.0	65055	1062	157.2	55745	555	135116	4129000
Tennessee	1975	8068	15273.0	89184	1095	166.8	57766	477	162223	4188000
Tennessee	1976	8825	13734.0	93493	1072	147.5	55647	462	162874	4214000
Tennessee	1977	8767	13500.0	76371	1276	145.8	64154	434	154025	4299000
Tennessee	1978	8286	14297.0	76948	1335	152.4	52876	411	144121	4357000
Tennessee	1979	8917	16091.0	84850	1511	166.1	56710	430	157651	4380000
Tennessee	1980	10427	16505.0	98876	1700	180.6	68251	489	183632	4545590
Tennessee	1981	8920	15400.0	100526	1735	171.7	63811	448	179737	4610000
Tennessee	1982	9310	15442.0	110316	1651	175.7	59934	452	185692	4651000
Tennessee	1983	8650	14827.0	97785	1682	172.8	56498	410	169110	4685000
Tennessee	1984	10862	17284.0	92176	1887	166.8	53002	394	162462	4717000
Tennessee	1985	11522	23105.0	97159	2027	180.9	55563	429	175827	4762000
Tennessee	1986	13184	26109.0	102103	2256	207.7	63649	501	191861	4803000
Tennessee	1987	13914	27525.0	107459	2133	193.8	65632	444	200616	4855000
Tennessee	1988	15006	26701.0	106052	2201	173.6	60894	461	193647	4919000
Tennessee	1989	16505	26325.0	109908	2270	160.4	59621	417	195854	4940000
Tennessee	1990	20447	27875.0	124127	2415	191.2	61646	511	213648	4877185
Tennessee	1991	22566	30393.0	131855	2299	212.9	67608	547	229856	4953000
Tennessee	1992	23626	28935.0	127934	2377	218.2	63665	520	220534	5024000
Tennessee	1993	24758	30135.0	137683	2544	220.1	60299	521	228117	5099000
Tennessee	1994	24943	28994.0	138173	2545	207.4	59080	482	226247	5175000
Tennessee	1995	25783	34086.0	147143	2477	223.2	60086	557	241315	5256000
Tennessee	1996	26295	34428.0	152405	2475	223.7	61896	503	248729	5320000
Tennessee	1997	27335	33742.0	156843	3056	214.0	62899	511	253484	5368000
Tennessee	1998	26220	28099.0	148057	2485	178.0	58432	460	234588	5431000
Tennessee	1999	26707	25255.0	142685	2415	156.8	51362	391	219302	5483535
Tennessee	2000	28172	27530.0	154111	2186	166.4	56344	410	237985	5689283
Tennessee	2001	29938	28272.0	165015	2196	177.7	59705	423	252992	5749398
Tennessee	2002	29439	26541.0	161610	2290	162.6	61248	420	249399	5789796
Tennessee	2003	28471	26473.0	166769	2129	161.0	63323	396	256565	5845208
Tennessee	2004	29611	24777.0	169828	2282	150.4	60386	357	254991	5893298
Tennessee	2005	32470	25228.0	169357	2194	168.1	61508	431	256093	5955745
Tennessee	2006	32287	22653.0	164183	2194	184.5	63024	419	249860	6038803
Tennessee	2007	32843	21718.0	168807	2201	179.2	61817	405	252342	6156719
Tennessee	2008	31619	19203.0	166793	2078	173.8	65093	412	251089	6214888
Tennessee	2009	29793	15016.0	158309	2019	153.3	63832	468	237157	6296254
Tennessee	2010	28016	14833.0	153729	2173	131.5	64293	359	232855	6357436
Tennessee	2011	28338	14142.0	153928	2095	126.3	62830	380	230900	6399787
Tennessee	2012	30961	12980.0	148503	2032	126.5	56181	388	217664	6456243
Texas	1960	10681	15975.0	123415	892	31.6	57589	824	196979	9579677
Texas	1961	10679	15348.0	120707	932	31.1	56814	788	192869	9788000
Texas	1962	10657	16986.0	126751	937	31.6	58017	730	201754	10116000
Texas	1963	12043	17744.0	133454	1008	35.8	62867	760	214065	10323000
Texas	1964	13329	21026.0	151736	1176	43.1	68170	785	240932	10397000
Texas	1965	14595	20195.0	159767	1132	42.7	71636	793	251598	10551000
Texas	1966	16175	24834.0	176987	1237	55.7	82651	983	284472	10752000
Texas	1967	16690	28753.0	195275	1428	69.5	89387	1073	313415	10869000
Texas	1968	17803	34170.0	214729	1589	82.9	103095	1163	351994	10972000
Texas	1969	20240	43251.0	241732	2153	116.6	122152	1269	407135	11187000
Texas	1970	21989	45394.0	251091	2329	136.5	129866	1299	426351	11196000
Texas	1971	24785	43478.0	247653	2701	124.1	135648	1383	426779	11460000
Texas	1972	23093	39441.0	233646	2739	120.3	141613	1440	414700	11649000
Texas	1973	23920	42105.0	248538	2976	144.6	150463	1506	441106	11794000
Texas	1974	22113	46046.0	297850	3486	164.0	185928	1652	529824	12050000
Texas	1975	22658	47386.0	362665	3430	164.1	203821	1639	613872	12237000
Texas	1976	21885	43871.0	400767	3666	139.0	193280	1519	637918	12487000
Texas	1977	26714	51018.0	383451	4338	152.4	205672	1705	640141	12830000
Texas	1978	28475	57821.0	398923	4927	164.4	209770	1853	666514	13014000
Texas	1979	34043	72836.0	412515	6043	191.8	239758	2235	725109	13385000
Texas	1980	39339	79088.0	450792	6700	208.5	262600	2392	792480	14169829
Texas	1981	40765	83306.0	454879	6821	193.3	275978	2446	814163	14755000
Texas	1982	45278	87105.0	501727	6816	220.0	285967	2466	874799	15280000
Texas	1983	42205	82532.0	503582	6333	189.3	262198	2239	848312	15724000
Texas	1984	42761	87799.0	529518	7343	178.5	266074	2093	883391	15989000
Texas	1985	47854	99528.0	595912	8364	193.5	289825	2132	985265	16370000
Texas	1986	59039	119121.0	665029	8607	239.9	341747	2258	1125897	16682000
Texas	1987	57881	123367.0	711594	8068	226.7	355597	1959	1190558	16789000
Texas	1988	60057	134256.0	739642	8119	234.2	361972	2022	1235870	16780000
Texas	1989	63996	150971.0	741660	7951	223.1	342346	2029	1234977	16991000
Texas	1990	73907	154415.0	731224	8750	260.8	314512	2389	1200151	16986510
Texas	1991	84125	163830.0	734261	9266	286.5	312693	2652	1210784	17349000
Texas	1992	86105	145071.0	689780	9437	252.5	268928	2239	1103779	17656000
Texas	1993	84881	124837.0	664862	9922	224.4	233913	2147	1023612	18031000
Texas	1994	81071	110753.0	623947	9102	204.8	214687	2022	949387	18378000
Texas	1995	80380	104923.0	632468	8563	179.8	202642	1693	940033	18724000
Texas	1996	80613	104928.0	659414	8376	171.5	204390	1477	968732	19128000
Texas	1997	77266	101721.0	645451	8011	157.0	201059	1327	948231	19439000
Texas	1998	73630	96646.0	606967	7913	145.1	194883	1346	898496	19760000
Texas	1999	74070	92037.0	613862	7614	146.7	190362	1217	896261	20044141
Texas	2000	74302	93161.0	637522	7856	145.1	188975	1238	919658	20851820
Texas	2001	77306	102667.0	669625	8169	165.4	204362	1332	976654	21370983
Texas	2002	78628	102680.0	688992	8508	172.9	212602	1302	1004274	21736925
Texas	2003	75782	98214.0	698644	8025	167.5	219877	1422	1016735	22103374
Texas	2004	75985	94077.0	696507	8388	159.4	220118	1364	1010702	22471549
Texas	2005	75383	93423.0	677042	8511	156.1	219828	1407	990293	22928508
Texas	2006	74531	95425.0	648711	8429	158.5	215710	1386	959846	23507783
Texas	2007	73357	94000.0	663101	8460	162.2	228320	1419	985421	23904380
Texas	2008	76421	85384.0	654435	8055	155.1	230046	1370	969865	24326974
Texas	2009	74021	76569.0	678455	8311	153.4	240058	1330	995082	24782302
Texas	2010	71517	68023.0	654626	7622	130.1	228597	1249	951246	25253466
Texas	2011	67498	63924.0	613131	7486	111.7	215755	1130	892810	25631778
Texas	2012	67239	64996.0	606253	7711	116.6	204810	1144	876059	26059203
Utah	1960	229	1414.0	17081	61	20.8	3655	9	22150	890627
Utah	1961	187	1626.0	13575	62	20.3	3558	16	18759	916000
Utah	1962	239	2031.0	15804	76	22.4	4170	22	22005	967000
Utah	1963	272	1826.0	16177	77	22.9	4916	24	22919	983000
Utah	1964	510	2010.0	16906	100	26.5	5233	15	24149	992000
Utah	1965	554	2064.0	19887	88	23.1	6008	15	27959	990000
Utah	1966	657	2663.0	22806	103	36.5	6952	20	32421	1008000
Utah	1967	698	2307.0	22702	74	38.5	7020	28	32029	1024000
Utah	1968	708	2639.0	25532	115	33.7	7665	30	35836	1034000
Utah	1969	775	3111.0	28654	147	49.0	8867	26	40632	1045000
Utah	1970	745	3350.0	30006	115	53.1	9692	36	43048	1059273
Utah	1971	833	3608.0	33949	161	60.5	10053	30	47610	1099000
Utah	1972	1123	3127.0	31891	206	62.3	10283	33	45301	1126000
Utah	1973	1386	3485.0	31796	265	62.6	11446	37	46727	1157000
Utah	1974	1330	3869.0	38391	261	75.8	13289	37	55549	1173000
Utah	1975	1558	3865.0	40673	252	79.0	14325	32	58863	1206000
Utah	1976	1545	3897.0	40548	257	69.4	13973	55	58418	1228000
Utah	1977	1868	4241.0	38098	258	68.8	14856	44	57195	1268000
Utah	1978	2335	4364.0	41642	299	66.5	15516	49	61522	1307000
Utah	1979	2649	4587.0	50216	381	77.7	16115	66	70918	1367000
Utah	1980	2796	4720.0	57354	404	80.2	19283	55	81357	1458729
Utah	1981	2760	4462.0	58855	431	84.8	19326	50	82643	1516000
Utah	1982	2674	3908.0	57341	369	86.5	17202	53	78451	1554000
Utah	1983	2644	3816.0	58453	403	64.3	16446	56	78715	1619000
Utah	1984	2694	3745.0	56782	336	58.0	14176	47	74703	1652000
Utah	1985	3059	3893.0	63668	381	55.2	15511	50	83072	1645000
Utah	1986	2991	3716.0	67825	421	58.6	15233	53	86774	1665000
Utah	1987	2554	3519.0	71038	365	52.8	15975	55	90532	1680000
Utah	1988	2749	3648.0	71677	399	54.1	14898	47	90223	1691000
Utah	1989	2985	4056.0	73210	489	52.6	15311	45	92577	1707000
Utah	1990	3209	4096.0	73352	651	56.9	15172	52	92620	1722850
Utah	1991	3241	4265.0	75041	808	55.1	14872	52	94178	1770000
Utah	1992	3376	4313.0	76964	823	55.9	16045	54	97322	1813000
Utah	1993	3622	4505.0	72603	829	58.6	14708	58	91816	1860000
Utah	1994	3735	5689.0	74554	806	63.6	15089	56	95332	1908000
Utah	1995	4196	7592.0	89202	834	67.1	15623	76	112417	1951000
Utah	1996	4362	8572.0	87542	836	68.9	16965	63	113079	2000000
Utah	1997	4443	9144.0	89090	977	68.4	18335	50	116569	2059000
Utah	1998	4274	7700.0	84255	875	55.1	17070	65	109025	2100000
Utah	1999	3861	7382.0	78156	806	54.4	14592	44	100130	2129836
Utah	2000	3563	6461.0	73438	863	55.6	14348	43	94247	2233169
Utah	2001	3154	6513.0	70676	896	52.5	13804	67	90993	2278712
Utah	2002	3358	7722.0	74795	943	49.2	15124	47	97641	2318789
Utah	2003	3652	7802.0	75321	919	53.5	16961	60	100084	2352119
Utah	2004	3398	7648.0	74889	967	51.1	15225	46	97762	2420708
Utah	2005	3541	8493.0	72082	920	44.0	14971	56	95546	2490334
Utah	2006	3587	8371.0	66480	891	48.7	14721	51	89572	2550063
Utah	2007	3928	8915.0	68573	935	53.9	15594	59	93082	2645330
Utah	2008	3788	7308.0	70299	915	51.9	14766	41	92373	2736424
Utah	2009	3714	6937.0	69556	941	46.8	15258	39	91751	2784572
Utah	2010	3620	5979.0	67242	983	45.7	15095	53	88316	2775479
Utah	2011	3517	6187.0	64727	901	38.3	13170	50	84084	2814347
Utah	2012	3783	5999.0	66482	943	38.5	12943	50	85424	2855287
Vermont	1960	18	339.0	1898	9	2.3	944	1	3181	389881
Vermont	1961	21	334.0	1489	36	4.1	1324	6	3147	395000
Vermont	1962	14	350.0	2133	24	4.6	1461	1	3944	390000
Vermont	1963	30	461.0	2167	33	6.9	1614	2	4242	390000
Vermont	1964	50	406.0	1968	24	3.2	1064	2	3438	409000
Vermont	1965	43	389.0	2128	26	4.5	1286	2	3803	397000
Vermont	1966	30	473.0	2238	28	4.0	1733	6	4444	405000
Vermont	1967	47	521.0	2332	18	1.9	2156	13	5009	417000
Vermont	1968	89	362.0	2505	31	6.2	2093	11	4960	422000
Vermont	1969	142	496.0	3536	40	9.3	2632	11	6664	439000
Vermont	1970	243	551.0	4308	46	7.6	3249	6	8108	444732
Vermont	1971	231	637.0	5233	52	9.8	3325	5	9195	458000
Vermont	1972	338	527.0	5802	50	10.6	3411	8	9740	462000
Vermont	1973	224	632.0	6913	52	8.8	3719	10	11264	464000
Vermont	1974	214	816.0	7551	58	13.8	4791	16	13158	470000
Vermont	1975	295	819.0	9948	69	15.7	5181	10	15948	471000
Vermont	1976	381	943.0	8821	71	17.9	4868	26	14632	476000
Vermont	1977	489	1281.0	10631	77	30.8	6512	7	18424	483000
Vermont	1978	653	1043.0	10543	71	14.4	6142	16	17728	487000
Vermont	1979	647	1662.0	15776	113	28.6	7779	7	25217	493000
Vermont	1980	555	1508.0	15278	149	38.9	7806	11	24592	511299
Vermont	1981	325	1511.0	15860	170	27.6	8033	22	25404	515000
Vermont	1982	344	1315.0	16160	180	23.1	6080	12	23555	516000
Vermont	1983	317	981.0	14296	214	27.8	5724	19	21001	525000
Vermont	1984	530	820.0	14054	105	23.0	5387	12	20261	530000
Vermont	1985	557	877.0	13924	103	20.9	5210	18	20011	535000
Vermont	1986	558	980.0	14593	118	22.2	5135	11	20708	541000
Vermont	1987	518	1088.0	15485	123	16.8	6085	15	22658	548000
Vermont	1988	563	1097.0	15591	128	16.0	6098	11	22786	556000
Vermont	1989	509	1128.0	15466	131	18.0	5835	11	22429	567000
Vermont	1990	491	1170.0	16424	146	11.7	6119	13	23713	562758
Vermont	1991	410	819.0	15161	173	11.8	5784	12	21764	567000
Vermont	1992	419	600.0	13507	142	8.9	4706	12	18813	570000
Vermont	1993	356	764.0	16423	229	9.0	5036	21	22223	576000
Vermont	1994	325	862.0	13154	160	12.2	4274	6	18290	580000
Vermont	1995	450	794.0	14150	165	10.9	4451	13	19395	585000
Vermont	1996	453	885.0	12124	159	15.4	3964	11	16973	589000
Vermont	1997	461	800.0	11542	156	13.4	3611	9	15953	589000
Vermont	1998	396	874.0	13084	163	9.5	3966	13	17924	591000
Vermont	1999	458	912.0	11610	136	10.9	3537	17	16059	593740
Vermont	2000	425	809.0	13184	140	19.2	3501	9	17494	608827
Vermont	2001	423	758.0	12426	107	17.5	3150	7	16334	612978
Vermont	2002	442	769.0	10684	126	12.5	3489	13	14942	616408
Vermont	2003	504	654.0	10132	126	10.0	3017	15	13803	619343
Vermont	2004	459	587.0	10537	160	12.6	3435	16	14559	621233
Vermont	2005	545	670.0	10894	153	12.2	3185	8	14749	622387
Vermont	2006	604	620.0	10857	173	18.3	3443	14	14920	623908
Vermont	2007	582	649.0	10853	128	12.7	3200	13	14702	621254
Vermont	2008	611	586.0	11802	133	15.0	3515	17	15903	621270
Vermont	2009	586	449.0	11090	132	17.9	3471	8	15010	621760
Vermont	2010	596	439.0	10373	141	12.1	3348	7	14160	625909
Vermont	2011	669	528.0	10720	146	15.8	3838	11	15086	626592
Vermont	2012	652	435.0	10616	121	17.9	3965	8	15016	626011
Virginia	1960	5438	5028.0	37660	319	26.3	15594	487	58282	3966949
Virginia	1961	5727	5469.0	41626	414	26.2	17201	349	64296	4059000
Virginia	1962	5946	5364.0	42551	342	25.6	18034	362	65949	4177000
Virginia	1963	6270	5803.0	47339	415	29.3	19536	307	72678	4331000
Virginia	1964	8171	6927.0	54711	506	34.7	23553	367	85191	4378000
Virginia	1965	7464	7671.0	55751	536	39.9	24454	365	87876	4457000
Virginia	1966	7489	9252.0	57336	540	44.5	27968	364	94556	4507000
Virginia	1967	6919	10939.0	64808	601	52.8	32709	411	108456	4536000
Virginia	1968	8605	12059.0	71708	716	65.8	36153	473	119920	4597000
Virginia	1969	7544	13606.0	78912	766	81.0	35496	341	128014	4669000
Virginia	1970	8324	14593.0	99239	796	95.5	42514	483	156346	4648494
Virginia	1971	8870	14638.0	97888	1006	106.8	43376	475	155902	4714000
Virginia	1972	9480	13405.0	88711	1034	113.5	42729	561	144845	4764000
Virginia	1973	9356	13616.0	96428	1104	104.8	45106	503	155150	4811000
Virginia	1974	9470	13782.0	118251	1269	127.4	55997	522	188030	4908000
Virginia	1975	10275	13369.0	135634	1194	138.5	57901	570	206904	4967000
Virginia	1976	8450	11377.0	133360	1115	108.2	51279	476	196016	5032000
Virginia	1977	8507	11639.0	129464	1199	92.1	50640	460	191743	5135000
Virginia	1978	8123	11788.0	132140	1168	97.1	51006	452	194934	5148000
Virginia	1979	7989	12826.0	141923	1407	111.6	56265	447	211014	5197000
Virginia	1980	8046	12130.0	153437	1458	120.1	64020	459	229587	5323412
Virginia	1981	8285	10956.0	161678	1478	133.2	63350	464	235984	5426000
Virginia	1982	8491	10108.0	153148	1366	122.2	53457	405	216713	5491000
Virginia	1983	8347	9863.0	142714	1370	110.5	51055	387	203632	5550000
